DEBUG 2019-09-19 16:22:45,509 utils 5052 8928 (0.000) None; args=(2,)
DEBUG 2019-09-19 17:06:13,069 utils 3676 5844 (0.001) SELECT engine FROM information_schema.tables WHERE table_name = 'index_provice'; args=['index_provice']
DEBUG 2019-09-19 17:06:13,071 utils 3676 5844 (0.001) SELECT engine FROM information_schema.tables WHERE table_name = 'index_provice'; args=['index_provice']
DEBUG 2019-09-19 17:06:13,078 schema 3676 5844 ALTER TABLE `index_city` ADD COLUMN `provice_id` integer NOT NULL; (params [])
DEBUG 2019-09-19 17:06:13,169 utils 3676 5844 (0.090) ALTER TABLE `index_city` ADD COLUMN `provice_id` integer NOT NULL; args=[]
DEBUG 2019-09-19 17:06:13,171 utils 3676 5844 (0.001) SELECT engine FROM information_schema.tables WHERE table_name = 'index_city'; args=['index_city']
DEBUG 2019-09-19 17:06:13,172 schema 3676 5844 ALTER TABLE `index_person` ADD CONSTRAINT `index_person_living_id_86a4aa66_fk_index_city_id` FOREIGN KEY (`living_id`) REFERENCES `index_city` (`id`); (params ())
DEBUG 2019-09-19 17:06:13,251 utils 3676 5844 (0.078) ALTER TABLE `index_person` ADD CONSTRAINT `index_person_living_id_86a4aa66_fk_index_city_id` FOREIGN KEY (`living_id`) REFERENCES `index_city` (`id`); args=()
DEBUG 2019-09-19 17:06:13,252 schema 3676 5844 ALTER TABLE `index_city` ADD CONSTRAINT `index_city_provice_id_50d765af_fk_index_provice_id` FOREIGN KEY (`provice_id`) REFERENCES `index_provice` (`id`); (params ())
DEBUG 2019-09-19 17:06:13,333 utils 3676 5844 (0.080) ALTER TABLE `index_city` ADD CONSTRAINT `index_city_provice_id_50d765af_fk_index_provice_id` FOREIGN KEY (`provice_id`) REFERENCES `index_provice` (`id`); args=()
DEBUG 2019-09-19 17:06:13,335 utils 3676 5844 (0.000) SHOW FULL TABLES; args=None
DEBUG 2019-09-19 17:06:13,336 utils 3676 5844 (0.000) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('index', '0002_auto_20190919_1706', '2019-09-19 09:06:13.335858'); args=['index', '0002_auto_20190919_1706', '2019-09-19 09:06:13.335858']
DEBUG 2019-09-19 17:06:13,343 utils 3676 5844 (0.000) SHOW FULL TABLES; args=None
DEBUG 2019-09-19 17:06:13,344 utils 3676 5844 (0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
DEBUG 2019-09-19 17:06:13,347 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'admin' AND `django_content_type`.`model` = 'logentry'); args=('admin', 'logentry')
DEBUG 2019-09-19 17:06:13,350 utils 3676 5844 (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (1) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(1,)
DEBUG 2019-09-19 17:06:13,352 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'admin'; args=('admin',)
DEBUG 2019-09-19 17:06:13,354 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'auth' AND `django_content_type`.`model` = 'permission'); args=('auth', 'permission')
DEBUG 2019-09-19 17:06:13,356 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'auth' AND `django_content_type`.`model` = 'group'); args=('auth', 'group')
DEBUG 2019-09-19 17:06:13,358 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'auth' AND `django_content_type`.`model` = 'user'); args=('auth', 'user')
DEBUG 2019-09-19 17:06:13,361 utils 3676 5844 (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (2, 3, 4) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(2, 3, 4)
DEBUG 2019-09-19 17:06:13,364 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'auth'; args=('auth',)
DEBUG 2019-09-19 17:06:13,366 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'contenttypes' AND `django_content_type`.`model` = 'contenttype'); args=('contenttypes', 'contenttype')
DEBUG 2019-09-19 17:06:13,369 utils 3676 5844 (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (5) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(5,)
DEBUG 2019-09-19 17:06:13,372 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'contenttypes'; args=('contenttypes',)
DEBUG 2019-09-19 17:06:13,374 utils 3676 5844 (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'sessions' AND `django_content_type`.`model` = 'session'); args=('sessions', 'session')
DEBUG 2019-09-19 17:06:13,376 utils 3676 5844 (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (6) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(6,)
DEBUG 2019-09-19 17:06:13,379 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'sessions'; args=('sessions',)
DEBUG 2019-09-19 17:06:13,381 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'product'); args=('index', 'product')
DEBUG 2019-09-19 17:06:13,383 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'type'); args=('index', 'type')
DEBUG 2019-09-19 17:06:13,385 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'city'); args=('index', 'city')
DEBUG 2019-09-19 17:06:13,388 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'city'); args=('index', 'city')
DEBUG 2019-09-19 17:06:13,390 utils 3676 5844 (0.001) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('index', 'city'); args=['index', 'city']
DEBUG 2019-09-19 17:06:13,398 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'provice'); args=('index', 'provice')
DEBUG 2019-09-19 17:06:13,400 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'provice'); args=('index', 'provice')
DEBUG 2019-09-19 17:06:13,403 utils 3676 5844 (0.000) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('index', 'provice'); args=['index', 'provice']
DEBUG 2019-09-19 17:06:13,413 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'person'); args=('index', 'person')
DEBUG 2019-09-19 17:06:13,416 utils 3676 5844 (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'person'); args=('index', 'person')
DEBUG 2019-09-19 17:06:13,418 utils 3676 5844 (0.000) INSERT INTO `django_content_type` (`app_label`, `model`) VALUES ('index', 'person'); args=['index', 'person']
DEBUG 2019-09-19 17:06:13,430 utils 3676 5844 (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (7, 8, 9, 10, 11) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(7, 8, 9, 10, 11)
DEBUG 2019-09-19 17:06:13,433 utils 3676 5844 (0.000) INSERT INTO `auth_permission` (`name`, `content_type_id`, `codename`) VALUES ('Can add city', 9, 'add_city'), ('Can change city', 9, 'change_city'), ('Can delete city', 9, 'delete_city'), ('Can add provice', 10, 'add_provice'), ('Can change provice', 10, 'change_provice'), ('Can delete provice', 10, 'delete_provice'), ('Can add person', 11, 'add_person'), ('Can change person', 11, 'change_person'), ('Can delete person', 11, 'delete_person'); args=('Can add city', 9, 'add_city', 'Can change city', 9, 'change_city', 'Can delete city', 9, 'delete_city', 'Can add provice', 10, 'add_provice', 'Can change provice', 10, 'change_provice', 'Can delete provice', 10, 'delete_provice', 'Can add person', 11, 'add_person', 'Can change person', 11, 'change_person', 'Can delete person', 11, 'delete_person')
DEBUG 2019-09-19 17:06:13,445 utils 3676 5844 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'index'; args=('index',)
DEBUG 2019-09-19 17:13:32,172 utils 9436 10000 (0.001) SELECT @@SQL_AUTO_IS_NULL; args=None
DEBUG 2019-09-19 17:13:32,174 utils 9436 10000 (0.001) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
DEBUG 2019-09-19 17:13:32,176 utils 9436 10000 (0.000) SELECT VERSION(); args=None
DEBUG 2019-09-19 17:13:32,182 utils 9436 10000 (0.001) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
DEBUG 2019-09-19 17:13:32,185 utils 9436 10000 (0.001) SELECT `index_person`.`id`, `index_person`.`name`, `index_person`.`living_id`, `index_city`.`id`, `index_city`.`name`, `index_city`.`provice_id`, `index_provice`.`id`, `index_provice`.`name` FROM `index_person` INNER JOIN `index_city` ON (`index_person`.`living_id` = `index_city`.`id`) INNER JOIN `index_provice` ON (`index_city`.`provice_id` = `index_provice`.`id`) WHERE `index_person`.`name` = '卢建斌' LIMIT 21; args=('卢建斌',)
DEBUG 2019-09-19 17:18:02,375 utils 9436 10000 (0.002) SELECT `index_person`.`id`, `index_person`.`name`, `index_person`.`living_id`, `index_city`.`id`, `index_city`.`name`, `index_city`.`provice_id`, `index_provice`.`id`, `index_provice`.`name` FROM `index_person` INNER JOIN `index_city` ON (`index_person`.`living_id` = `index_city`.`id`) INNER JOIN `index_provice` ON (`index_city`.`provice_id` = `index_provice`.`id`) WHERE `index_person`.`name` = '卢建斌'; args=('卢建斌',)
DEBUG 2019-09-19 17:21:43,557 utils 4020 7544 (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
DEBUG 2019-09-19 17:21:43,559 utils 4020 7544 (0.001) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
DEBUG 2019-09-19 17:21:43,561 utils 4020 7544 (0.001) SELECT VERSION(); args=None
DEBUG 2019-09-19 17:21:43,567 utils 4020 7544 (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
DEBUG 2019-09-19 17:21:43,570 utils 4020 7544 (0.002) SELECT `index_person`.`id`, `index_person`.`name`, `index_person`.`living_id`, `index_city`.`id`, `index_city`.`name`, `index_city`.`provice_id`, `index_provice`.`id`, `index_provice`.`name` FROM `index_person` INNER JOIN `index_city` ON (`index_person`.`living_id` = `index_city`.`id`) INNER JOIN `index_provice` ON (`index_city`.`provice_id` = `index_provice`.`id`) WHERE `index_person`.`name` = '卢建斌'; args=('卢建斌',)
DEBUG 2019-09-19 17:23:33,640 utils 9900 9224 (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
DEBUG 2019-09-19 17:23:33,641 utils 9900 9224 (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
DEBUG 2019-09-19 17:23:33,642 utils 9900 9224 (0.001) SELECT VERSION(); args=None
DEBUG 2019-09-19 17:23:33,663 utils 9900 9224 (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
DEBUG 2019-09-19 17:23:33,665 utils 9900 9224 (0.000) SHOW FULL TABLES; args=None
DEBUG 2019-09-19 17:23:33,668 utils 9900 9224 (0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
DEBUG 2019-09-19 17:23:47,903 utils 1888 4304 (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
DEBUG 2019-09-19 17:23:47,903 utils 1888 4304 (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
DEBUG 2019-09-19 17:23:47,904 utils 1888 4304 (0.000) SELECT @@sql_mode; args=None
DEBUG 2019-09-19 17:23:47,908 utils 1888 4304 (0.000) SELECT VERSION(); args=None
DEBUG 2019-09-19 17:23:47,930 utils 1888 4304 (0.000) SHOW FULL TABLES; args=None
DEBUG 2019-09-19 17:23:47,933 utils 1888 4304 (0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
DEBUG 2019-09-19 17:23:47,934 utils 1888 4304 (0.000) SHOW FULL TABLES; args=None
DEBUG 2019-09-19 17:23:47,935 utils 1888 4304 (0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
DEBUG 2019-09-19 17:23:47,949 utils 1888 4304 (0.001) SHOW FULL TABLES; args=None
DEBUG 2019-09-19 17:23:47,954 utils 1888 4304 (0.000) SELECT @@LOWER_CASE_TABLE_NAMES; args=None
DEBUG 2019-09-19 17:23:47,954 schema 1888 4304 RENAME TABLE `index_provice` TO `index_province`; (params ())
DEBUG 2019-09-19 17:23:47,985 utils 1888 4304 (0.030) RENAME TABLE `index_provice` TO `index_province`; args=()
DEBUG 2019-09-19 17:23:47,986 utils 1888 4304 (0.001) 
            SELECT kc.`constraint_name`, kc.`column_name`,
                kc.`referenced_table_name`, kc.`referenced_column_name`
            FROM information_schema.key_column_usage AS kc
            WHERE
                kc.table_schema = DATABASE() AND
                kc.table_name = 'index_city'
        ; args=['index_city']
DEBUG 2019-09-19 17:23:47,988 utils 1888 4304 (0.000) 
            SELECT c.constraint_name, c.constraint_type
            FROM information_schema.table_constraints AS c
            WHERE
                c.table_schema = DATABASE() AND
                c.table_name = 'index_city'
        ; args=['index_city']
DEBUG 2019-09-19 17:23:47,990 utils 1888 4304 (0.000) SHOW INDEX FROM `index_city`; args=None
DEBUG 2019-09-19 17:23:47,991 schema 1888 4304 ALTER TABLE `index_city` DROP FOREIGN KEY `index_city_provice_id_50d765af_fk_index_provice_id`; (params ())
DEBUG 2019-09-19 17:23:48,040 utils 1888 4304 (0.048) ALTER TABLE `index_city` DROP FOREIGN KEY `index_city_provice_id_50d765af_fk_index_provice_id`; args=()
DEBUG 2019-09-19 17:23:48,041 schema 1888 4304 ALTER TABLE `index_city` ADD CONSTRAINT `index_city_provice_id_50d765af_fk_index_province_id` FOREIGN KEY (`provice_id`) REFERENCES `index_province` (`id`); (params ())
DEBUG 2019-09-19 17:23:48,140 utils 1888 4304 (0.097) ALTER TABLE `index_city` ADD CONSTRAINT `index_city_provice_id_50d765af_fk_index_province_id` FOREIGN KEY (`provice_id`) REFERENCES `index_province` (`id`); args=()
DEBUG 2019-09-19 17:23:48,152 utils 1888 4304 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'index' AND `django_content_type`.`model` = 'provice'); args=('index', 'provice')
DEBUG 2019-09-19 17:23:48,154 utils 1888 4304 (0.001) SAVEPOINT `s4304_x1`; args=None
DEBUG 2019-09-19 17:23:48,155 utils 1888 4304 (0.000) UPDATE `django_content_type` SET `model` = 'province' WHERE `django_content_type`.`id` = 10; args=('province', 10)
DEBUG 2019-09-19 17:23:48,156 utils 1888 4304 (0.000) RELEASE SAVEPOINT `s4304_x1`; args=None
DEBUG 2019-09-19 17:23:48,164 utils 1888 4304 (0.000) SHOW FULL TABLES; args=None
DEBUG 2019-09-19 17:23:48,166 utils 1888 4304 (0.001) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('index', '0003_auto_20190919_1723', '2019-09-19 09:23:48.165358'); args=['index', '0003_auto_20190919_1723', '2019-09-19 09:23:48.165358']
DEBUG 2019-09-19 17:23:48,174 utils 1888 4304 (0.001) SHOW FULL TABLES; args=None
DEBUG 2019-09-19 17:23:48,175 utils 1888 4304 (0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
DEBUG 2019-09-19 17:23:48,185 utils 1888 4304 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'admin' AND `django_content_type`.`model` = 'logentry'); args=('admin', 'logentry')
DEBUG 2019-09-19 17:23:48,188 utils 1888 4304 (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (1) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(1,)
DEBUG 2019-09-19 17:23:48,190 utils 1888 4304 (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'admin'; args=('admin',)
DEBUG 2019-09-19 17:23:48,191 utils 1888 4304 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'auth' AND `django_content_type`.`model` = 'permission'); args=('auth', 'permission')
DEBUG 2019-09-19 17:23:48,193 utils 1888 4304 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'auth' AND `django_content_type`.`model` = 'group'); args=('auth', 'group')
DEBUG 2019-09-19 17:23:48,195 utils 1888 4304 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`app_label` = 'auth' AND `django_content_type`.`model` = 'user'); args=('auth', 'user')
DEBUG 2019-09-19 17:23:48,198 utils 1888 4304 (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`content_type_id` IN (2, 3, 4) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(2, 3, 4)
DEBUG 2019-09-19 17:23:48,201 utils 1888 4304 (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'auth'; args=('auth',)
